prefix,vendor,source,confidence,alt_sources,alt_vendors
BC64D9,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",ieee,1.0,"wireshark,nmap",OppoMobileTe | Guangdong Oppo Mobile Telecommunications
BC6641,IEEE Registration Authority,ieee,1.0,"wireshark,nmap",Private | Private
BC66DE,"Shadow Creator Information Technology Co.,Ltd.",ieee,1.0,"wireshark,nmap",ShadowCreato | Shadow Creator Information Technology
BC671C,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
BC6778,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BC6784,Environics Oy,ieee,1.0,"wireshark,nmap",Environics | Environics Oy
BC68C3,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,wireshark,HuaweiTechno
BC69CB,"Panasonic Electric Works Networks Co., Ltd.",ieee,1.0,"wireshark,nmap",PanasonicEle | Panasonic Electric Works Networks
BC6A16,tdvine,ieee,1.0,"wireshark,nmap",tdvine | tdvine
BC6A29,Texas Instruments,ieee,1.0,"wireshark,nmap",TexasInstrum | Texas Instruments
BC6A2F,Henge Docks LLC,ieee,1.0,"wireshark,nmap",HengeDocks | Henge Docks
BC6A44,Commend International GmbH,ieee,1.0,"wireshark,nmap",CommendInter | Commend International GmbH
BC6AD1,Xiaomi Communications Co Ltd,ieee,1.0,"wireshark,nmap",XiaomiCommun | Xiaomi Communications
BC6B4D,Nokia,ieee,1.0,"wireshark,nmap",Nokia | Nokia
BC6BFF,Guangzhou Shiyuan Electronic Technology Company Limited,ieee,1.0,"wireshark,nmap",GuangzhouShi | Guangzhou Shiyuan Electronic Technology Company Limited
BC6C21,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BC6D05,"Dusun Electron Co.,Ltd.",ieee,1.0,"wireshark,nmap",DusunElectro | Dusun Electron
BC6E64,Sony Corporation,ieee,1.0,"wireshark,nmap",Sony | Sony
BC6E6D,EM Microelectronic,ieee,1.0,"wireshark,nmap",EMMicroelect | EM Microelectronic
BC6E76,Green Energy Options Ltd,ieee,1.0,"wireshark,nmap",GreenEnergyO | Green Energy Options
BC6EE2,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
BC71C1,"XTrillion, Inc.",ieee,1.0,"wireshark,nmap",XTrillion | XTrillion
BC72B1,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
BC73A4,ANDA TELECOM PVT LTD,ieee,1.0,"wireshark,nmap",AndaTelecom | Anda Telecom PVT
BC744B,"Nintendo Co.,Ltd",ieee,1.0,"wireshark,nmap",Nintendo | Nintendo
BC74D7,"HangZhou JuRu Technology CO.,LTD",ieee,1.0,"wireshark,nmap",JuRuTechnolo | HangZhou JuRu Technology
BC74EA,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BC7536,"ALPSALPINE CO,.LTD",ieee,1.0,"wireshark,nmap",Alpsalpine | Alpsalpine
BC7574,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
BC7596,"Beijing Broadwit Technology Co., Ltd.",ieee,1.0,"wireshark,nmap",BroadwitTech | Beijing Broadwit Technology
BC764E,"Rackspace US, Inc.",ieee,1.0,"wireshark,nmap",RackspaceUS | Rackspace US
BC765E,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
BC7670,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
BC76C5,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
BC76F9,Ubiquoss Inc,ieee,1.0,"wireshark,nmap",Ubiquoss | Ubiquoss
BC7737,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
BC779F,"SBM Co., Ltd.",ieee,1.0,"wireshark,nmap",SBM | SBM
BC79AD,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
BC7ABF,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
BC7B72,"Huawei Device Co., Ltd.",ieee,1.0,"wireshark,nmap",HuaweiDevice | Huawei Device
BC7DD1,Radio Data Comms,ieee,1.0,"wireshark,nmap",RadioDataCom | Radio Data Comms
BC7E8B,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
BC7EC3,Zyxel Communications Corporation,ieee,1.0,"wireshark,nmap",ZyxelCommuni | Zyxel Communications
BC7F7B,"Huawei Device Co., Ltd.",ieee,1.0,"wireshark,nmap",HuaweiDevice | Huawei Device
BC7FA4,Xiaomi Communications Co Ltd,ieee,1.0,"wireshark,nmap",XiaomiCommun | Xiaomi Communications
BC804E,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BC811F,Ingate Systems,ieee,1.0,"wireshark,nmap",Ingate | Ingate Systems
BC8199,"BASIC Co.,Ltd.",ieee,1.0,"wireshark,nmap",BASIC | Basic
BC825D,"MITSUMI ELECTRIC CO.,LTD.",ieee,1.0,"wireshark,nmap",MitsumiElect | Mitsumi Electric
BC8385,Microsoft Corporation,ieee,1.0,"wireshark,nmap",Microsoft | Microsoft
BC83A7,"SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD",ieee,1.0,"wireshark,nmap",ChuangweiRgb | Shenzhen Chuangwei-RGB Electronics
BC851F,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
BC8529,"Jiangxi Remote lntelligence Technology Co.,Ltd",ieee,1.0,"wireshark,nmap",JiangxiRemot | Jiangxi Remote lntelligence Technology
BC8556,"Hon Hai Precision Ind. Co.,Ltd.",ieee,1.0,"wireshark,nmap",HonHaiPrecis | Hon Hai Precision Ind.
BC85D0,SKY UK LIMITED,ieee,1.0,"wireshark,nmap",SkyUk | SKY UK Limited
BC86A5,"Cambridge Mobile Telematics, Inc.",ieee,1.0,"wireshark,nmap",CambridgeMob | Cambridge Mobile Telematics
BC8753,Sera Network Inc.,ieee,1.0,"wireshark,nmap",SeraNetwork | Sera Network
BC87FA,Bose Corporation,ieee,1.0,"wireshark,nmap",Bose | Bose
BC8893,VILLBAU Ltd.,ieee,1.0,"wireshark,nmap",VILLBAU | Villbau
BC88C3,"Ningbo Dooya Mechanic & Electronic Technology Co., Ltd",ieee,1.0,"wireshark,nmap",NingboDooyaM | Ningbo Dooya Mechanic & Electronic Technology
BC89A6,"Nintendo Co.,Ltd",ieee,1.0,"wireshark,nmap",Nintendo | Nintendo
BC89A7,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BC89F8,"GD Midea Air-Conditioning Equipment Co.,Ltd.",ieee,1.0,"wireshark,nmap",GDMideaAirCo | GD Midea Air-Conditioning Equipment
BC8AA3,NHN Entertainment,ieee,1.0,"wireshark,nmap",NHNEntertain | NHN Entertainment
BC8AE8,"QING DAO HAIER TELECOM CO.,LTD.",ieee,1.0,"wireshark,nmap",QingDaoHaier | Qing DAO Haier Telecom
BC8B55,NPP ELIKS America Inc. DBA T&M Atlantic,ieee,1.0,"wireshark,nmap",NPPELIKSAmer | NPP Eliks America DBA T&M Atlantic
BC8CCD,SAMSUNG ELECTRO-MECHANICS(THAILAND),ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electro-mechanics(Thailand)
BC8D0E,Nokia,ieee,1.0,"wireshark,nmap",Nokia | Nokia
BC8D1F,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
BC8D2D,"Fiberhome Telecommunication Technologies Co.,LTD",ieee,1.0,"wireshark,nmap",FiberhomeTel | Fiberhome Telecommunication Technologies
BC8D7E,Silicon Laboratories,ieee,1.0,"wireshark,nmap",SiliconLabor | Silicon Laboratories
BC903A,Robert Bosch GmbH,ieee,1.0,"wireshark,nmap",RobertBosch | Robert Bosch GmbH
BC91B5,Infinix mobility limited,ieee,1.0,"wireshark,nmap",Infinixmobil | Infinix mobility limited
BC926B,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BC9307,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
BC9325,"Ningbo Joyson Preh Car Connect Co.,Ltd.",ieee,1.0,"wireshark,nmap",NingboJoyson | Ningbo Joyson Preh Car Connect
BC9424,TCT mobile ltd,ieee,1.0,"wireshark,nmap",TCTmobile | TCT mobile
BC9680,"SHENZHEN GONGJIN ELECTRONICS CO.,LT",ieee,1.0,"wireshark,nmap",GongjinElect | Shenzhen Gongjin Electronics
BC96E5,SERCOMM PHILIPPINES INC,ieee,1.0,"wireshark,nmap",SercommPhili | Sercomm Philippines
BC9740,IEEE Registration Authority,ieee,1.0,"wireshark,nmap",B4ComTechnol | B4ComTechnologies
BC9789,"Huawei Device Co., Ltd.",ieee,1.0,"wireshark,nmap",HuaweiDevice | Huawei Device
BC97E1,Broadcom Limited,ieee,1.0,"wireshark,nmap",Broadcom | Broadcom Limited
BC9829,"vivo Mobile Communication Co., Ltd.",ieee,1.0,"wireshark,nmap",vivoMobileCo | vivo Mobile Communication
BC9889,"Fiberhome Telecommunication Technologies Co.,LTD",ieee,1.0,"wireshark,nmap",FiberhomeTel | Fiberhome Telecommunication Technologies
BC98DF,"Motorola Mobility LLC, a Lenovo Company",ieee,1.0,"wireshark,nmap","MotorolaMobi | Motorola Mobility, a Lenovo Company"
BC9911,Zyxel Communications Corporation,ieee,1.0,"wireshark,nmap",ZyxelCommuni | Zyxel Communications
BC9930,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
BC99BC,FonSee Technology Inc.,ieee,1.0,"wireshark,nmap",FonSeeTechno | FonSee Technology
BC9A53,"Huawei Device Co., Ltd.",ieee,1.0,"wireshark,nmap",HuaweiDevice | Huawei Device
BC9A8E,HUMAX NETWORKS,ieee,1.0,"wireshark,nmap",HumaxNetwork | Humax Networks
BC9B5E,"Hangzhou Hikvision Digital Technology Co.,Ltd.",ieee,1.0,"wireshark,nmap",HikvisionDig | Hangzhou Hikvision Digital Technology
BC9B68,Vantiva USA LLC,ieee,1.0,"wireshark,nmap",VantivaUSA | Vantiva USA
BC9C31,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
BC9C8D,Ruckus Wireless,ieee,1.0,"wireshark,nmap",RuckusWirele | Ruckus Wireless
BC9CC5,"Beijing Huafei Technology Co., Ltd.",ieee,1.0,"wireshark,nmap",HuafeiTechno | Beijing Huafei Technology
BC9D37,Telink Micro LLC,ieee,1.0,"wireshark,nmap",TelinkMicro | Telink Micro
BC9D42,"SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.",ieee,1.0,"wireshark,nmap",RfLinkTechno | Shenzhen RF-Link Technology
BC9D4E,"Shenzhen Skyworth Digital  Technology  CO., Ltd",ieee,1.0,"wireshark,nmap",SkyworthDigi | Shenzhen Skyworth Digital  Technology
BC9DA5,DASCOM Europe GmbH,ieee,1.0,"wireshark,nmap",DASCOMEurope | Dascom Europe GmbH
BC9E2C,"China Mobile Group Device Co.,Ltd.",ieee,1.0,"wireshark,nmap",ChinaMobileG | China Mobile Group Device
BC9EBB,"Nintendo Co.,Ltd",ieee,1.0,"wireshark,nmap",Nintendo | Nintendo
BC9F58,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BC9FE4,Hewlett Packard Enterprise,ieee,1.0,"wireshark,nmap",HewlettPacka | Hewlett Packard Enterprise
BC9FEF,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BCA042,"SHANGHAI FLYCO ELECTRICAL APPLIANCE CO.,LTD",ieee,1.0,"wireshark,nmap",FlycoElectri | Shanghai Flyco Electrical Appliance
BCA080,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
BCA0B9,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
BCA13A,VusionGroup,ieee,1.0,"wireshark,nmap",VusionGroup | VusionGroup
BCA231,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
BCA37F,Rail-Mil Sp. z o.o. Sp. K.,ieee,1.0,"wireshark,nmap",RailMilSpSpK | Rail-Mil Sp. z o.o. Sp. K.
BCA4E1,Nabto,ieee,1.0,"wireshark,nmap",Nabto | Nabto
BCA511,NETGEAR,ieee,1.0,"wireshark,nmap",Netgear | Netgear
BCA58B,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
BCA5A9,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BCA68D,Continetal Automotive Systems Sibiu,ieee,1.0,"wireshark,nmap",ContinetalAu | Continetal Automotive Systems Sibiu
BCA8A6,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
BCA920,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BCA993,Cambium Networks Limited,ieee,1.0,"wireshark,nmap",CambiumNetwo | Cambium Networks Limited
BCA9D6,"Cyber-Rain, Inc.",ieee,1.0,"wireshark,nmap",CyberRain | Cyber-Rain
BCAA82,"Fiberhome Telecommunication Technologies Co.,LTD",ieee,1.0,"wireshark,nmap",FiberhomeTel | Fiberhome Telecommunication Technologies
BCAB7C,TRnP KOREA Co Ltd,ieee,1.0,"wireshark,nmap",TRnPKOREA | TRnP Korea
BCABF5,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
BCAD28,"Hangzhou Hikvision Digital Technology Co.,Ltd.",ieee,1.0,"wireshark,nmap",HikvisionDig | Hangzhou Hikvision Digital Technology
BCAD90,Kymeta Purchasing,ieee,1.0,"wireshark,nmap",KymetaPurcha | Kymeta Purchasing
BCADAB,Avaya Inc,ieee,1.0,"wireshark,nmap",Avaya | Avaya
BCADAE,AltoBeam Inc.,ieee,1.0,"wireshark,nmap",AltoBeam | AltoBeam
BCAEC5,ASUSTek COMPUTER INC.,ieee,1.0,"wireshark,nmap",ASUSTekCOMPU | ASUSTek Computer
BCAF6E,Arcadyan Corporation,ieee,1.0,"wireshark,nmap",Arcadyan | Arcadyan
BCAF87,"smartAC.com, Inc.",ieee,1.0,"wireshark,nmap",smartACcom | smartAC.com
BCAF91,TE Connectivity Sensor Solutions,ieee,1.0,"wireshark,nmap",TEConnectivi | TE Connectivity Sensor Solutions
BCB0E7,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
BCB181,SHARP CORPORATION,ieee,1.0,"wireshark,nmap",Sharp | Sharp
BCB1D3,Cisco Meraki,ieee,1.0,"wireshark,nmap",CiscoMeraki | Cisco Meraki
BCB1F3,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
BCB22B,EM-Tech,ieee,1.0,"wireshark,nmap",EMTech | EM-Tech
BCB2CC,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
BCB308,"HONGKONG RAGENTEK COMMUNICATION TECHNOLOGY CO.,LIMITED",ieee,1.0,"wireshark,nmap","HongkongRage | Hongkong Ragentek Communication TECHNOLOGY,LIMITED"
BCB30E,"Cisco Systems, Inc",ieee,1.0,wireshark,Cisco
BCB4FD,NXP Semiconductor (Tianjin) LTD.,ieee,1.0,"wireshark,nmap",NXPSemicondu | NXP Semiconductor (Tianjin)
BCB6FB,"P4Q ELECTRONICS, S.L.",ieee,1.0,"wireshark,nmap",P4QElectroni | P4Q Electronics
BCB852,"Cybera, Inc.",ieee,1.0,"wireshark,nmap",Cybera | Cybera
BCB863,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BCB923,Alta Networks,ieee,1.0,"wireshark,nmap",AltaNetworks | Alta Networks
BCBAC2,"Hangzhou Hikvision Digital Technology Co.,Ltd.",ieee,1.0,"wireshark,nmap",HikvisionDig | Hangzhou Hikvision Digital Technology
BCBAE1,AREC Inc.,ieee,1.0,"wireshark,nmap",AREC | Arec
BCBB58,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BCBBC9,Kellendonk Elektronik GmbH,ieee,1.0,"wireshark,nmap",KellendonkEl | Kellendonk Elektronik GmbH
BCBC46,SKS Welding Systems GmbH,ieee,1.0,"wireshark,nmap",SKSWelding | SKS Welding Systems GmbH
BCBCCA,"Huawei Device Co., Ltd.",ieee,1.0,"wireshark,nmap",HuaweiDevice | Huawei Device
BCBD84,zte corporation,ieee,1.0,"wireshark,nmap",zte | zte
BCBD9E,ITEL MOBILE LIMITED,ieee,1.0,"wireshark,nmap",ItelMobile | Itel Mobile Limited
BCBEFB,"ASL Xiamen Technology CO., LTD",ieee,1.0,"wireshark,nmap",ASLXiamenTec | ASL Xiamen Technology
BCC00F,"Fiberhome Telecommunication Technologies Co.,LTD",ieee,1.0,"wireshark,nmap",FiberhomeTel | Fiberhome Telecommunication Technologies
BCC168,DinBox Sverige AB,ieee,1.0,"wireshark,nmap",DinBoxSverig | DinBox Sverige AB
BCC23A,Thomson Video Networks,ieee,1.0,"wireshark,nmap",ThomsonVideo | Thomson Video Networks
BCC2D9,Private,ieee,1.0,"wireshark,nmap",Private | Private
BCC31B,Kygo Life A,ieee,1.0,"wireshark,nmap",KygoLifeA | Kygo Life A
BCC342,"Panasonic Communications Co., Ltd.",ieee,1.0,"wireshark,nmap",PanasonicCom | Panasonic Communications
BCC427,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
BCC436,Nokia,ieee,1.0,wireshark,Nokia
BCC493,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
BCC61A,SPECTRA EMBEDDED SYSTEMS,ieee,1.0,"wireshark,nmap",SpectraEmbed | Spectra Embedded Systems
BCC6DB,Nokia Corporation,ieee,1.0,"wireshark,nmap",Nokia | Nokia
BCC746,"Hon Hai Precision IND.CO.,LTD",ieee,1.0,"wireshark,nmap",HonHaiPrecis | Hon Hai Precision IND.CO.
BCC7DA,Earda Technologies co Ltd,ieee,1.0,"wireshark,nmap",EardaTechnol | Earda Technologies
BCC810,Cisco SPVTG,ieee,1.0,"wireshark,nmap",CiscoSPVTG | Cisco Spvtg
BCCAB5,Commscope,ieee,1.0,"wireshark,nmap",Commscope | Commscope
BCCD45,VOISMART,ieee,1.0,"wireshark,nmap",Voismart | Voismart
BCCD7F,"Huawei Device Co., Ltd.",ieee,1.0,"wireshark,nmap",HuaweiDevice | Huawei Device
BCCD99,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
BCCE25,"Nintendo Co.,Ltd",ieee,1.0,"wireshark,nmap",Nintendo | Nintendo
BCCF4F,Zyxel Communications Corporation,ieee,1.0,"wireshark,nmap",ZyxelCommuni | Zyxel Communications
BCCFCC,HTC Corporation,ieee,1.0,"wireshark,nmap",HTC | HTC
BCD074,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BCD0EB,"New H3C Technologies Co., Ltd",ieee,1.0,"wireshark,nmap",NewH3CTechno | New H3C Technologies
BCD11F,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
BCD165,Cisco SPVTG,ieee,1.0,"wireshark,nmap",CiscoSPVTG | Cisco Spvtg
BCD177,"TP-LINK TECHNOLOGIES CO.,LTD.",ieee,1.0,"wireshark,nmap",TpLinkTechno | TP-Link Technologies
BCD1D3,Shenzhen TINNO Mobile Technology Corp.,ieee,1.0,"wireshark,nmap",TINNOMobileT | Shenzhen Tinno Mobile Technology
BCD206,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
BCD22C,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
BCD295,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
BCD5B6,d2d technologies,ieee,1.0,"wireshark,nmap",d2dtechnolog | d2d technologies
BCD5ED,Sagemcom Broadband SAS,ieee,1.0,"wireshark,nmap",SagemcomBroa | Sagemcom Broadband SAS
BCD713,Owl Labs,ieee,1.0,"wireshark,nmap",OwlLabs | Owl Labs
BCD767,BAE Systems,ieee,1.0,"wireshark,nmap",BAE | BAE Systems
BCD7A5,Hewlett Packard Enterprise,ieee,1.0,"wireshark,nmap",HewlettPacka | Hewlett Packard Enterprise
BCD7CE,"China Mobile (Hangzhou) Information Technology Co., Ltd.",ieee,1.0,"wireshark,nmap",ChinaMobileI | China Mobile (Hangzhou) Information Technology
BCD7D4,"Roku, Inc",ieee,1.0,"wireshark,nmap",Roku | Roku
BCD940,"ASR Co,.Ltd.",ieee,1.0,"wireshark,nmap",ASR | ASR
BCD9FB,"China Mobile Group Device Co.,Ltd.",ieee,1.0,"wireshark,nmap",ChinaMobileG | China Mobile Group Device
BCDB09,Cisco Meraki,ieee,1.0,"wireshark,nmap",CiscoMeraki | Cisco Meraki
BCDDC2,Espressif Inc.,ieee,1.0,"wireshark,nmap",Espressif | Espressif
BCDF58,"Google, Inc.",ieee,1.0,"wireshark,nmap",Google | Google
BCDFE1,IEEE Registration Authority,ieee,1.0,"wireshark,nmap",ClairvoyantT | Clairvoyant Technology
BCE001,"Netis Technology Co., Ltd.",ieee,1.0,"wireshark,nmap",NetisTechnol | Netis Technology
BCE09D,Eoslink,ieee,1.0,"wireshark,nmap",Eoslink | Eoslink
BCE143,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BCE265,"HUAWEI TECHNOLOGIES CO.,LTD",ieee,1.0,"wireshark,nmap",HuaweiTechno | Huawei Technologies
BCE59F,"WATERWORLD Technology Co.,LTD",ieee,1.0,"wireshark,nmap",WATERWORLDTe | Waterworld Technology
BCE63F,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
BCE67C,Cambium Networks Limited,ieee,1.0,"wireshark,nmap",CambiumNetwo | Cambium Networks Limited
BCE712,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
BCE767,"Quanzhou  TDX Electronics Co., Ltd",ieee,1.0,"wireshark,nmap",QuanzhouTDXE | Quanzhou  TDX Electronics
BCE796,Wireless CCTV Ltd,ieee,1.0,"wireshark,nmap",WirelessCCTV | Wireless Cctv
BCE8FA,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",ieee,1.0,"wireshark,nmap",OppoMobileTe | Guangdong Oppo Mobile Telecommunications
BCE92F,HP Inc.,ieee,1.0,"wireshark,nmap",HP | HP
BCE9E2,Brocade Communications Systems LLC,ieee,1.0,"wireshark,nmap",BrocadeCommu | Brocade Communications Systems
BCEA2B,CityCom GmbH,ieee,1.0,"wireshark,nmap",CityCom | CityCom GmbH
BCEA9C,ITEL MOBILE LIMITED,ieee,1.0,"wireshark,nmap",ItelMobile | Itel Mobile Limited
BCEAFA,Hewlett Packard,ieee,1.0,"wireshark,nmap",HewlettPacka | Hewlett Packard
BCEB5F,"Fujian Beifeng Telecom Technology Co., Ltd.",ieee,1.0,"wireshark,nmap",FujianBeifen | Fujian Beifeng Telecom Technology
BCEC23,"SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD",ieee,1.0,"wireshark,nmap",ChuangweiRgb | Shenzhen Chuangwei-RGB Electronics
BCEC5D,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BCECA0,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",ieee,1.0,"wireshark,nmap",CompalInform | Compal Information (Kunshan)
BCEE7B,ASUSTek COMPUTER INC.,ieee,1.0,"wireshark,nmap",ASUSTekCOMPU | ASUSTek Computer
BCF105,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
BCF171,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
BCF1F2,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
BCF212,Telink Micro LLC,ieee,1.0,"wireshark,nmap",TelinkMicro | Telink Micro
BCF292,"PLANTRONICS, INC.",ieee,1.0,"wireshark,nmap",Plantronics | Plantronics
BCF2AF,devolo AG,ieee,1.0,"wireshark,nmap",devolo | devolo AG
BCF2E5,Powerful Devices,ieee,1.0,"wireshark,nmap",PowerfulDevi | Powerful Devices
BCF310,Extreme Networks Headquarters,ieee,1.0,"wireshark,nmap",ExtremeNetwo | Extreme Networks Headquarters
BCF45F,zte corporation,ieee,1.0,"wireshark,nmap",zte | zte
BCF499,Rockwell Automation,ieee,1.0,"wireshark,nmap",RockwellAuto | Rockwell Automation
BCF4D4,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,ieee,1.0,"wireshark,nmap",CloudNetwork | Cloud Network Technology Singapore PTE.
BCF5AC,LG Electronics (Mobile Communications),ieee,1.0,"wireshark,nmap",LGElectronic | LG Electronics (Mobile Communications)
BCF61C,Geomodeling Wuxi Technology Co. Ltd.,ieee,1.0,"wireshark,nmap",GeomodelingW | Geomodeling Wuxi Technology
BCF685,D-Link International,ieee,1.0,"wireshark,nmap",DLinkInterna | D-Link International
BCF730,"Samsung Electronics Co.,Ltd",ieee,1.0,"wireshark,nmap",SamsungElect | Samsung Electronics
BCF811,"Xiamen DNAKE Technology Co.,Ltd",ieee,1.0,"wireshark,nmap",XiamenDNAKET | Xiamen Dnake Technology
BCF87E,Arcadyan Corporation,ieee,1.0,"wireshark,nmap",Arcadyan | Arcadyan
BCF88B,zte corporation,ieee,1.0,"wireshark,nmap",zte | zte
BCF9F2,TEKO,ieee,1.0,"wireshark,nmap",Teko | Teko
BCFAB8,Guangzhou Shiyuan Electronic Technology Company Limited,ieee,1.0,"wireshark,nmap",GuangzhouShi | Guangzhou Shiyuan Electronic Technology Company Limited
BCFAEB,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
BCFCE7,ASUSTek COMPUTER INC.,ieee,1.0,"wireshark,nmap",ASUSTekCOMPU | ASUSTek Computer
BCFD0C,Shenzhen Phaten Tech. LTD,ieee,1.0,"wireshark,nmap",PhatenTech | Shenzhen Phaten Tech.
BCFE8C,"Altronic, LLC",ieee,1.0,"wireshark,nmap",Altronic | Altronic
BCFED9,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
BCFF21,"Smart Code(shenzhen)Technology Co.,Ltd",ieee,1.0,"wireshark,nmap",SmartCodeTec | Smart Code(shenzhen)Technology
BCFF4D,Espressif Inc.,ieee,1.0,"wireshark,nmap",Espressif | Espressif
BCFF54,zte corporation,ieee,1.0,"wireshark,nmap",zte | zte
BCFFAC,TOPCON CORPORATION,ieee,1.0,"wireshark,nmap",Topcon | Topcon
BCFFEB,"Motorola Mobility LLC, a Lenovo Company",ieee,1.0,"wireshark,nmap","MotorolaMobi | Motorola Mobility, a Lenovo Company"
C0028D,"WINSTAR Display CO.,Ltd",ieee,1.0,"wireshark,nmap",WINSTARDispl | Winstar Display
C00380,Juniper Networks,ieee,1.0,"wireshark,nmap",JuniperNetwo | Juniper Networks
C005C2,Commscope,ieee,1.0,"wireshark,nmap",Commscope | Commscope
